case_key,vendor,model,spacing_z,thick_mm,th_bin
7837dc507db5,SIEMENS,Verio,1.0,1.0,thin<=2.0
87b7f4e606e8,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3af481e598af,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6508b27112a7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
787ba556c67e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dd8cf2855f78,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8c17510f4e90,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9e01261fa775,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f7236cb2c4e4,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
8f992e07f0e7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f37b65285193,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d3c79723520e,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
dca4c8c8e7a1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9b4b25b82916,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
383c9339f3fe,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f27b6d2a9292,SIEMENS,Skyra,1.5,1.5,thin<=2.0
7f3aa14827df,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ff214940e8c6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dd1e7581251b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1985c3112a2f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
39410f85cbaa,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
73998685ece6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
aaba745224c4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ef7d6feda3ee,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
511207b42703,SIEMENS,Skyra,1.5,1.5,thin<=2.0
96e4acbdbdf4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3cf5f4e24b32,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d2d1b4b32ad9,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
359273fca917,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
c75c6abf6336,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
5475a4b69b60,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
00ccdc379545,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
59c238886036,SIEMENS,Verio,1.5,1.5,thin<=2.0
11a26e969e24,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
daaf2f1972c5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
faaf16ba7263,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
443916cfa7f7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
34135adfaa4d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bd289a834221,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f63804064e38,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
b3ef8673413f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d227b38a404b,SIEMENS,Verio,1.0,1.0,thin<=2.0
742db5138f2e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
94a14275f8ce,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
af3a556adcb3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e6f6fb78c1f6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ef7aaae4c1c7,SIEMENS,Verio,1.5,1.5,thin<=2.0
02580663e442,SIEMENS,Skyra,1.5,1.5,thin<=2.0
15f6f28a69ea,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
61bab495da4b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
71a690bc57f1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
25aeaca5bcd5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
edc1901105dc,SIEMENS,Skyra,1.5,1.5,thin<=2.0
fbc6e7742e32,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8c4c3df7e00d,SIEMENS,Skyra,1.5,1.5,thin<=2.0
44e446f704c4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d5fc79c2a27b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4d4eccabd820,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
83263611c9d3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1a7750404801,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
278d7c69f8b3,SIEMENS,Skyra,1.5,1.5,thin<=2.0
39f23f3f1787,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b1ea2f5e2d57,SIEMENS,Verio,1.5,1.5,thin<=2.0
37d7d0afdb11,SIEMENS,Skyra,1.5,1.5,thin<=2.0
98da96190b5f,SIEMENS,Verio,1.5,1.5,thin<=2.0
b04d89bc27a7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d34fed578b3e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bd966a922e70,SIEMENS,Verio,1.68,1.68,thin<=2.0
65bc5b93a479,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
945525e08d7d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ee011ee91e99,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
74e2986295b8,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
60ad1a3dbdd0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
baed1503a6be,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e99ae5a51d16,SIEMENS,Skyra,1.5,1.5,thin<=2.0
efce383777d9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
87ddd56f8106,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
729c00d2f72f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
201a88716779,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
25b46f10c2e4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
10cbcc28f950,SIEMENS,Verio,1.5,1.5,thin<=2.0
e9642f31f383,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
920565c7c40f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
35ed1f25be16,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3193cb543055,SIEMENS,Verio,1.5,1.5,thin<=2.0
7d8e595bf7bc,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1cbe363f9ffe,SIEMENS,Verio,1.5,1.5,thin<=2.0
17da17129493,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8d3d1f41d6f7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
05e6c7e1fdb0,SIEMENS,Skyra,1.5,1.5,thin<=2.0
091610e5c0db,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1a042ee8887f,SIEMENS,Skyra,1.5,1.5,thin<=2.0
53edc47f9efb,SIEMENS,Skyra,1.5,1.5,thin<=2.0
a1029bd6d571,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
403aebeb4534,SIEMENS,Verio,1.77,1.77,thin<=2.0
952845cfd38c,SIEMENS,Skyra,1.5,1.5,thin<=2.0
965e53928e1c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
13e8289fbc25,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5f10172f1685,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
35677940788a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
df48a1ea84cd,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
15a926f66829,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
368605a47c77,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
55e139fa5f53,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
406e388212f9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a0d29773da73,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ddeda054c277,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
10c4d6ef4620,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
61225232beca,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9e62ebdc3b75,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2ec758e4275d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bda68e15d07b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
761b0214055b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
297100605187,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
cafefe666734,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bfca7b8e2b3f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
000339fe96e5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d58ed86d9da1,SIEMENS,Skyra,1.36,1.36,thin<=2.0
9e2c2c1dc9d8,SIEMENS,Verio,1.0,1.0,thin<=2.0
498f3e8f8724,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
412f6420702a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2307af54a245,SIEMENS,Verio,1.5,1.5,thin<=2.0
8d50873b20e1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
79b1f4aa1331,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
be3ced816aac,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f1468db53560,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
23ce305469f3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e5838317a748,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3a40a040ac9c,SIEMENS,Verio,1.11,1.11,thin<=2.0
46914fbad1a3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
eed5529bc30e,SIEMENS,Verio,1.0,1.0,thin<=2.0
e0bcb246ffa5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
44853c1b5728,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bafb3c0da40e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9885206948c0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
230932ea3290,SIEMENS,Verio,1.0,1.0,thin<=2.0
623b8788f1f1,SIEMENS,Verio,1.0,1.0,thin<=2.0
6efc0d7cb0ea,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
17950c38bdfc,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d82d8293ac8a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b712be8efc1f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9f01a6068a2f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
95792eafa9f9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2f8e28ca1c58,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bea7edb57cf2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
51e9f0de17da,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
019b4022249e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ec4aeed0d1c3,SIEMENS,Verio,1.0,1.0,thin<=2.0
9f7f3434a3ff,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
48c996d88af9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ddbddee5c72f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ae507bb091d7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
585612534119,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5a7fc6f81a12,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ebca0ea503ea,SIEMENS,Verio,1.17,1.17,thin<=2.0
de0aba171e62,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5ae1482e7890,SIEMENS,Verio,1.0,1.0,thin<=2.0
f61da7693ed8,SIEMENS,Verio,1.0,1.0,thin<=2.0
f4761f27794d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ab2a97388cc0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9267c43766fa,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9c7ae94c0495,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
71924d9b8d72,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
861e60597280,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4b8054ae6292,SIEMENS,Verio,1.11,1.11,thin<=2.0
f4932572fc1f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2485931b3aa0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c8eaadbdfce4,SIEMENS,Skyra,1.5,1.5,thin<=2.0
8ac68be9b80e,SIEMENS,Verio,1.27,1.27,thin<=2.0
351ca2886d37,SIEMENS,Verio,1.03,1.03,thin<=2.0
bab1c647f801,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
96d5da85e151,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
38fcc95df3a1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
70fad7dc502e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d9d9ccd3b6f7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f05a92d7fc26,SIEMENS,Skyra,1.5,1.5,thin<=2.0
1c96cc97bd76,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f97355f4d480,SIEMENS,Verio,1.27,1.27,thin<=2.0
032709c08303,SIEMENS,Skyra,1.5,1.5,thin<=2.0
3fbd8b426074,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
14cb64ef71f6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b52e079ee16c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0fd907b8578d,SIEMENS,Verio,1.5,1.5,thin<=2.0
402096742342,SIEMENS,Verio,1.41,1.41,thin<=2.0
a7a8466f4781,SIEMENS,Verio,1.5,1.5,thin<=2.0
ee8b02cc4162,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2f0882c8a67d,SIEMENS,Verio,1.5,1.5,thin<=2.0
fc7a78a27a68,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5fdfde56db3b,SIEMENS,Verio,1.5,1.5,thin<=2.0
bdc1d1ae8635,SIEMENS,Verio,1.5,1.5,thin<=2.0
3866a6d0e7f4,SIEMENS,Verio,1.5,1.5,thin<=2.0
49a993ee0aff,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b7ada1ec0b0a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e60371d70a70,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e97c1d70c4ef,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
13ea8191df16,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dbb4243e0310,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a87b2eacadfb,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a26c779944ad,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
db6226eb0ea5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bb23ffe1de54,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9f1e797aef79,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f1a92ed3e671,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7bdf87492097,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4b2f6c2444d7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
eac2be2f0e1c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d69d4b4548d7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
609a7ecad91c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
37bcf95267a0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6b656ca81743,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
fd590efe1ca0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3fb5a039f514,SIEMENS,Verio,1.61,1.61,thin<=2.0
c6b39a98b6a1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3ba3e391a3aa,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7f5d79c65012,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
36fb1829cf77,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7042d35ebf97,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
237aab9af41a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1ffe7d49846e,SIEMENS,Verio,1.5,1.5,thin<=2.0
f099199b4421,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
459182c65454,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bc31dd119798,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
17e9334efc69,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9dddea58af00,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c14963993c2f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9290cef82980,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
130dd01537c3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6f64064ff534,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
47e6cc7e927e,SIEMENS,Skyra,1.5,1.5,thin<=2.0
43d1c7cab0e2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5cf8f7e50760,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0b79022539c7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
02ce839775eb,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ef8620a80ef9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
64908760ac33,SIEMENS,Verio,1.5,1.5,thin<=2.0
e0709baeec61,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
171c1098f5ed,SIEMENS,Verio,1.5,1.5,thin<=2.0
e07308e42292,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ea4b458cee49,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1e5c0a1e5de5,SIEMENS,Verio,1.5,1.5,thin<=2.0
e05076a01036,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1b5c7835a548,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
381ec811fffd,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2ae4356fa71a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5ba03c183bf0,SIEMENS,Skyra,1.5,1.5,thin<=2.0
6cc2f3514cf4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
05c62459a51d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
112931fb2934,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b93f6ec5c176,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a5ffb2c9df7c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dde7774eb20c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3ca72fc4932e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
669ffc3c6fde,SIEMENS,Verio,1.5,1.5,thin<=2.0
d334a924d157,SIEMENS,Verio,1.5,1.5,thin<=2.0
d40d8ac56731,SIEMENS,Verio,1.5,1.5,thin<=2.0
1f4fba692282,SIEMENS,Skyra,1.5,1.5,thin<=2.0
50f4c14dc98a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d6caa28d27c4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a575c5f524e8,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
561f070a1367,SIEMENS,Verio,2.49,2.49,mid2.0-3.2
c12fe5a51b42,SIEMENS,Skyra,1.5,1.5,thin<=2.0
bab753ae1ea2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3b9e4cd20d40,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dd28dec74ca5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a1dedb34a65d,SIEMENS,Skyra,1.5,1.5,thin<=2.0
6ae3e5b5b09d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9e2a21127dcb,SIEMENS,Skyra,1.5,1.5,thin<=2.0
1ed48abaa1e3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8c147d4887c0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a40ac6626576,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
549cf426c417,SIEMENS,Verio,1.5,1.5,thin<=2.0
48003938e0b8,SIEMENS,Verio,1.5,1.5,thin<=2.0
f14b358f246d,SIEMENS,Skyra,1.5,1.5,thin<=2.0
65db3c056375,SIEMENS,Skyra,1.5,1.5,thin<=2.0
da6f8e48b973,SIEMENS,Verio,1.5,1.5,thin<=2.0
0cf7ad00d2a4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1d24bc4197d8,SIEMENS,Skyra,1.5,1.5,thin<=2.0
f08d56b1f81a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d2309b33456c,SIEMENS,Skyra,1.5,1.5,thin<=2.0
0e51a71c6c43,SIEMENS,Skyra,1.5,1.5,thin<=2.0
aa8f99beb634,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2a75f402b81e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a8aa4b3648cf,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6dba21d7b762,SIEMENS,Skyra,1.5,1.5,thin<=2.0
4e51318bd6a0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4082f1efebf9,SIEMENS,Skyra,1.5,1.5,thin<=2.0
a2e6b53e59e8,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a868c5447fcd,SIEMENS,Skyra,1.5,1.5,thin<=2.0
364bf6a0de43,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4c7dafe284e4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
157fc49cc252,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
086e0946cec5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8b3ebdd57576,SIEMENS,Skyra,1.5,1.5,thin<=2.0
1b4e488086c6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8e891de991d7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
891637c1c80d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
45ea6d23d713,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
75eacb324e90,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
58662f7b9e50,SIEMENS,Verio,1.5,1.5,thin<=2.0
ecc1db8a7426,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
86e9d8c88302,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4cfc1a79be5b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4de68c76d8f7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9a4e5317372f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
741525ed7640,SIEMENS,Verio,1.5,1.5,thin<=2.0
f14be55f7f57,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c9e9b8cf3635,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
121e5402a0bc,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f884a2875adf,SIEMENS,Skyra,1.59,1.59,thin<=2.0
